,v,vw,o,c,h,l,t,n
32953,127559.0,181.3509,181.42,181.2599,181.45,181.21,1716309420000,1367
32954,171957.0,181.3097,181.251,181.365,181.42,181.22,1716309480000,1262
32955,123820.0,181.2823,181.362,181.3,181.37,181.21,1716309540000,1146
32956,200305.0,181.2223,181.298,181.24,181.33,181.1401,1716309600000,1645
32957,241138.0,181.2495,181.2382,181.053,181.25,181.0201,1716309660000,1717
32958,306198.0,181.008,181.07,180.9903,181.1,180.89,1716309720000,2307
32959,207445.0,180.8976,181.0199,180.8805,181.0199,180.8012,1716309780000,1760
32960,158060.0,180.8473,180.89,180.8601,180.935,180.75,1716309840000,1449
32961,216618.0,180.7993,180.87,180.88,180.92,180.65,1716309900000,1716
32962,181252.0,180.909,180.8863,180.95,180.99,180.7902,1716309960000,1585
32963,159513.0,180.8803,180.946,180.795,180.99,180.75,1716310020000,1396
32964,189541.0,180.7467,180.7999,180.775,180.8199,180.67,1716310080000,1472
32965,224639.0,180.6719,180.79,180.77,180.79,180.54,1716310140000,1848
32966,187382.0,180.818,180.78,180.93,180.94,180.74,1716310200000,1720
32967,147291.0,180.8673,180.9245,180.9,180.94,180.7803,1716310260000,1189
32968,106851.0,180.9047,180.8926,180.9192,180.96,180.8501,1716310320000,1021
32969,216653.0,180.9788,180.915,180.9647,181.06,180.895,1716310380000,1782
32970,96178.0,180.9536,180.95,180.95,181.0,180.9001,1716310440000,1008
32971,107992.0,180.9344,180.95,180.968,180.9899,180.88,1716310500000,979
32972,185021.0,180.8424,180.9631,180.9407,180.97,180.7,1716310560000,1394
32973,240322.0,181.0176,180.95,180.985,181.13,180.8902,1716310620000,1923
32974,161603.0,180.8591,180.9701,180.945,181.0,180.77,1716310680000,1293
32975,122612.0,180.9891,180.94,181.01,181.08,180.911,1716310740000,1141
32976,205996.0,180.7925,181.0267,180.74,181.0267,180.62,1716310800000,1508
32977,120076.0,180.8228,180.7361,180.9102,180.9399,180.7201,1716310860000,966
32978,211621.0,181.0448,180.93,181.1101,181.1399,180.9201,1716310920000,1569
32979,225158.0,181.1893,181.122,181.225,181.28,181.11,1716310980000,1745
32980,128990.0,181.2258,181.2116,181.2299,181.28,181.18,1716311040000,1069
32981,167032.0,181.2782,181.229,181.31,181.37,181.15,1716311100000,1599
32982,256871.0,181.4285,181.315,181.56,181.56,181.29,1716311160000,2032
32983,221495.0,181.554,181.57,181.43,181.64,181.42,1716311220000,1795
32984,179974.0,181.3567,181.445,181.255,181.5299,181.152,1716311280000,1492
32985,164555.0,181.1643,181.26,181.07,181.32,181.06,1716311340000,1432
32986,121591.0,181.1242,181.1,181.1199,181.18,181.05,1716311400000,1410
32987,203340.0,181.0193,181.1058,181.14,181.14,180.85,1716311460000,1923
32988,198692.0,181.2271,181.13,181.334,181.35,181.06,1716311520000,1338
32989,116036.0,181.2926,181.3284,181.23,181.35,181.2201,1716311580000,1075
32990,120909.0,181.2151,181.235,181.2139,181.3,181.14,1716311640000,1198
32991,142510.0,181.2141,181.2185,181.1752,181.2966,181.13,1716311700000,1285
32992,96415.0,181.24,181.19,181.2699,181.2982,181.16,1716311760000,1071
32993,82288.0,181.2599,181.26,181.29,181.3,181.19,1716311820000,924
32994,128288.0,181.3425,181.2801,181.36,181.3884,181.2801,1716311880000,1096
32995,122405.0,181.3787,181.354,181.32,181.42,181.31,1716311940000,1055
32996,166825.0,181.45,181.32,181.4914,181.54,181.3101,1716312000000,1265
32997,113435.0,181.4793,181.5,181.43,181.54,181.4,1716312060000,1111
32998,170610.0,181.4802,181.4216,181.4578,181.55,181.38,1716312120000,1303
32999,83793.0,181.4675,181.45,181.42,181.5099,181.42,1716312180000,1035
33000,178114.0,181.2739,181.41,181.24,181.412,181.16,1716312240000,1511
33001,128087.0,181.1398,181.235,181.1299,181.29,181.022,1716312300000,1261
33002,124904.0,181.1824,181.14,181.3,181.3,181.09,1716312360000,1160
33003,132348.0,181.3623,181.2902,181.4243,181.45,181.28,1716312420000,1142
33004,161246.0,181.4928,181.41,181.53,181.54,181.4,1716312480000,1290
33005,170113.0,181.6009,181.53,181.65,181.72,181.5,1716312540000,1626
33006,408708.0,181.8363,181.64,181.97,182.0,181.57,1716312600000,4582
33007,439110.0,182.173,181.9799,182.31,182.33,181.91,1716312660000,4477
33008,392558.0,182.4145,182.318,182.41,182.53,182.29,1716312720000,3391
33009,265584.0,182.3957,182.405,182.3635,182.51,182.28,1716312780000,2184
33010,263196.0,182.4456,182.34,182.6115,182.64,182.27,1716312840000,2514
33011,408577.0,182.7704,182.62,182.86,182.8958,182.61,1716312900000,3669
33012,227346.0,182.8275,182.8599,182.88,182.89,182.76,1716312960000,2113
33013,441607.0,182.9624,182.885,182.92,183.04,182.86,1716313020000,4856
33014,443182.0,183.1283,182.91,183.2501,183.28,182.85,1716313080000,3551
33015,336786.0,183.296,183.2559,183.4786,183.49,183.13,1716313140000,3198
33016,402545.0,183.2669,183.47,183.06,183.52,183.05,1716313200000,3698
33017,290318.0,182.985,183.05,182.975,183.09,182.9,1716313260000,3012
33018,235045.0,182.8609,182.978,182.89,182.98,182.76,1716313320000,2323
33019,161027.0,182.9554,182.88,182.875,183.04,182.86,1716313380000,1869
33020,174505.0,182.8629,182.88,182.85,182.95,182.81,1716313440000,1637
33021,145666.0,182.9181,182.872,182.97,182.9899,182.85,1716313500000,1493
33022,177076.0,182.9412,182.96,182.8643,183.06,182.84,1716313560000,1893
33023,199700.0,182.8092,182.87,182.7936,182.898,182.71,1716313620000,1932
33024,130939.0,182.8529,182.8,182.885,182.93,182.75,1716313680000,1411
33025,77470.0,182.8994,182.8721,182.9448,182.95,182.83,1716313740000,1230
33026,227851.0,183.0231,182.9448,183.07,183.18,182.82,1716313800000,2371
33027,270010.0,183.2052,183.07,183.3515,183.36,183.06,1716313860000,2410
33028,481305.0,183.5269,183.36,183.56,183.66,183.35,1716313920000,4491
33029,329632.0,183.6007,183.55,183.7254,183.75,183.42,1716313980000,2842
33030,241047.0,183.6818,183.7499,183.64,183.78,183.57,1716314040000,2273
33031,306552.0,183.7056,183.635,183.805,183.84,183.58,1716314100000,2517
33032,224458.0,183.7128,183.8019,183.64,183.83,183.58,1716314160000,2298
33033,260159.0,183.5363,183.6489,183.515,183.7062,183.42,1716314220000,2632
33034,253153.0,183.6933,183.5287,183.7801,183.8,183.5,1716314280000,2420
33035,232190.0,183.7563,183.78,183.88,183.89,183.68,1716314340000,2411
33036,490154.0,183.9694,183.87,184.1041,184.11,183.8602,1716314400000,5383
33037,267546.0,184.0649,184.1,184.055,184.15,184.01,1716314460000,2736
33038,187595.0,184.0265,184.0509,184.0414,184.11,183.9418,1716314520000,2100
33039,210058.0,184.0329,184.045,184.122,184.15,183.97,1716314580000,2196
33040,318486.0,183.9502,184.1271,183.82,184.19,183.76,1716314640000,2997
33041,295404.0,184.0766,183.822,184.18,184.22,183.81,1716314700000,2582
33042,329241.0,184.2837,184.18,184.335,184.38,184.14,1716314760000,3155
33043,317956.0,184.3001,184.33,184.17,184.43,184.15,1716314820000,2504
33044,153111.0,184.2277,184.17,184.35,184.35,184.16,1716314880000,1804
33045,201649.0,184.2588,184.34,184.15,184.44,184.12,1716314940000,2079
33046,151520.0,184.1208,184.16,184.08,184.19,184.03,1716315000000,1792
33047,209729.0,184.2271,184.07,184.3754,184.39,184.06,1716315060000,2253
33048,283812.0,184.3985,184.38,184.444,184.47,184.31,1716315120000,2050
33049,382693.0,184.4716,184.4401,184.555,184.62,184.33,1716315180000,3280
33050,360993.0,184.6378,184.56,184.752,184.77,184.48,1716315240000,2984
33051,264646.0,184.6996,184.77,184.712,184.7727,184.63,1716315300000,2323
33052,346584.0,184.851,184.71,184.87,184.93,184.7002,1716315360000,2924
33053,917708.0,185.0669,184.86,185.16,185.24,184.8401,1716315420000,9662
33054,486359.0,185.1813,185.16,185.25,185.29,185.02,1716315480000,3654
33055,407484.0,185.2422,185.24,185.32,185.32,185.17,1716315540000,2994
33056,377220.0,185.3437,185.3068,185.3899,185.4,185.26,1716315600000,3221
33057,436099.0,185.4094,185.386,185.47,185.52,185.32,1716315660000,3683
33058,674405.0,185.069,185.45,184.878,185.46,184.8601,1716315720000,5676
33059,347240.0,184.9681,184.8701,185.03,185.08,184.87,1716315780000,3275
33060,321501.0,184.9635,185.032,185.0358,185.05,184.89,1716315840000,2976
33061,313897.0,185.038,185.0347,185.04,185.1799,184.94,1716315900000,3367
33062,201702.0,185.0469,185.05,185.0419,185.14,184.95,1716315960000,2054
33063,434996.0,184.9866,185.06,184.78,185.21,184.77,1716316020000,3654
33064,714007.0,184.577,184.77,184.5,184.8167,184.4,1716316080000,6583
33065,391931.0,184.4824,184.498,184.41,184.67,184.34,1716316140000,4180
33066,304856.0,184.5892,184.41,184.762,184.8,184.364,1716316200000,3170
33067,232825.0,184.7249,184.765,184.7901,184.87,184.52,1716316260000,2435
33068,306627.0,184.9231,184.8,184.9894,185.07,184.76,1716316320000,2754
33069,284802.0,184.9965,184.986,185.135,185.15,184.82,1716316380000,2693
33070,218769.0,185.0394,185.138,185.072,185.1565,184.91,1716316440000,2079
33071,293403.0,185.1579,185.08,185.234,185.27,185.02,1716316500000,2628
33072,331028.0,185.2434,185.245,185.3779,185.38,185.11,1716316560000,2799
33073,321837.0,185.3992,185.3772,185.46,185.49,185.34,1716316620000,2786
33074,288336.0,185.3948,185.45,185.43,185.46,185.25,1716316680000,2628
33075,615518.0,185.7671,185.4306,185.81,185.98,185.4306,1716316740000,5527
33076,392526.0,185.8433,185.8199,185.8037,185.92,185.7741,1716316800000,3293
33077,280968.0,185.869,185.81,185.86,185.95,185.8,1716316860000,2474
33078,583521.0,185.9924,185.88,186.07,186.1699,185.8,1716316920000,5420
33079,400826.0,185.996,186.0608,185.9399,186.13,185.8,1716316980000,3326
33080,348054.0,185.993,185.905,186.02,186.11,185.81,1716317040000,2881
33081,340087.0,185.9835,186.02,185.9191,186.19,185.82,1716317100000,3531
33082,232158.0,185.8919,185.8955,185.96,185.9799,185.76,1716317160000,1983
33083,543346.0,186.2399,185.96,186.515,186.55,185.9598,1716317220000,5246
33084,409955.0,186.4124,186.53,186.38,186.55,186.31,1716317280000,3626
33085,386684.0,186.1327,186.364,185.9206,186.38,185.92,1716317340000,3544
33086,337300.0,186.172,185.935,186.1299,186.32,185.93,1716317400000,2956
33087,332425.0,185.9856,186.1001,186.032,186.16,185.81,1716317460000,3362
33088,246707.0,186.1789,186.0243,186.145,186.3099,186.0243,1716317520000,2327
33089,521799.0,185.7646,186.15,185.68,186.15,185.51,1716317580000,4432
33090,234298.0,185.8784,185.68,185.955,186.04,185.666,1716317640000,1990
33091,183094.0,185.845,185.94,185.8,185.95,185.72,1716317700000,2165
33092,209332.0,185.7666,185.8284,185.655,185.91,185.56,1716317760000,2269
33093,285044.0,185.8773,185.6301,185.9201,186.07,185.62,1716317820000,2507
33094,229733.0,185.9394,185.9201,185.92,186.08,185.8,1716317880000,2065
33095,164279.0,185.9119,185.9317,185.8901,185.9788,185.83,1716317940000,1832
33096,249511.0,185.7261,185.875,185.792,185.9141,185.6001,1716318000000,2070
33097,334521.0,185.5995,185.809,185.5,185.88,185.421,1716318060000,2783
33098,241994.0,185.5309,185.5,185.47,185.64,185.45,1716318120000,2071
33099,284148.0,185.4106,185.4601,185.3001,185.5,185.3,1716318180000,2606
33100,390739.0,185.1519,185.31,185.038,185.36,185.0252,1716318240000,3550
33101,303270.0,185.1629,185.0474,185.22,185.3,185.0262,1716318300000,2908
33102,324130.0,185.4485,185.23,185.5185,185.56,185.21,1716318360000,2957
33103,219611.0,185.4778,185.53,185.486,185.59,185.35,1716318420000,2315
33104,198882.0,185.4895,185.4801,185.539,185.56,185.4101,1716318480000,1996
33105,331916.0,185.455,185.52,185.32,185.64,185.26,1716318540000,2813
33106,207870.0,185.4596,185.33,185.4603,185.54,185.322,1716318600000,1948
33107,230690.0,185.2563,185.46,185.12,185.46,185.081,1716318660000,2173
33108,251390.0,185.2726,185.12,185.28,185.5,185.1101,1716318720000,2901
33109,295974.0,185.3045,185.29,185.2205,185.4999,185.12,1716318780000,2543
33110,279582.0,185.3807,185.22,185.305,185.53,185.2,1716318840000,2545
33111,290631.0,185.1954,185.308,185.31,185.32,185.05,1716318900000,2340
33112,252285.0,185.3975,185.29,185.5088,185.54,185.2301,1716318960000,1944
33113,187066.0,185.4481,185.5,185.42,185.52,185.39,1716319020000,1639
33114,330895.0,185.151,185.404,185.1584,185.4081,185.04,1716319080000,2759
33115,184396.0,185.2039,185.1505,185.2301,185.29,185.12,1716319140000,1717
33116,212497.0,185.1334,185.238,185.195,185.28,185.0,1716319200000,2086
33117,213480.0,185.1178,185.1972,185.2,185.23,185.031,1716319260000,1755
33118,162601.0,185.1518,185.195,185.03,185.24,185.01,1716319320000,1771
33119,320206.0,184.9583,185.05,184.89,185.0699,184.85,1716319380000,2818
33120,254637.0,184.9015,184.8999,184.822,185.0,184.81,1716319440000,2370
33121,355960.0,184.6893,184.825,184.5699,184.87,184.55,1716319500000,3341
33122,324628.0,184.697,184.5694,184.8123,184.83,184.55,1716319560000,2863
33123,229287.0,184.732,184.82,184.7265,184.85,184.64,1716319620000,2222
33124,176981.0,184.737,184.72,184.67,184.8,184.66,1716319680000,1718
33125,401539.0,184.5596,184.664,184.7683,184.79,184.41,1716319740000,3245
33126,316955.0,184.8311,184.7699,184.89,184.91,184.7301,1716319800000,2542
33127,168683.0,184.8087,184.8878,184.79,184.8878,184.755,1716319860000,1623
33128,224994.0,184.7652,184.795,184.8596,184.87,184.64,1716319920000,2018
33129,167681.0,184.8623,184.8502,184.85,184.94,184.78,1716319980000,1698
33130,161970.0,184.77,184.855,184.77,184.86,184.71,1716320040000,1773
33131,315430.0,184.9736,184.76,185.01,185.0799,184.76,1716320100000,3037
33132,232817.0,185.0151,185.0041,185.04,185.1,184.92,1716320160000,1733
33133,186302.0,185.0642,185.045,185.0403,185.1499,184.9901,1716320220000,1716
33134,275268.0,185.146,185.04,185.07,185.2399,185.02,1716320280000,2276
33135,205505.0,185.0792,185.05,185.195,185.22,184.97,1716320340000,2004
33136,171892.0,185.1111,185.195,185.136,185.2169,185.04,1716320400000,1645
33137,203626.0,185.1414,185.1306,185.09,185.21,185.07,1716320460000,1993
33138,171017.0,185.056,185.09,185.05,185.1,185.02,1716320520000,1801
33139,354126.0,185.2919,185.0528,185.3953,185.4799,185.0301,1716320580000,3095
33140,367625.0,185.4459,185.4,185.56,185.59,185.35,1716320640000,3227
33141,350574.0,185.6348,185.56,185.5299,185.72,185.51,1716320700000,3416
33142,394445.0,185.6937,185.53,185.75,185.81,185.5214,1716320760000,2934
33143,306766.0,185.7156,185.752,185.74,185.78,185.5601,1716320820000,2329
33144,519340.0,185.9187,185.75,185.9661,186.04,185.71,1716320880000,5027
33145,401919.0,186.0455,185.96,186.17,186.18,185.93,1716320940000,3132
33146,452292.0,186.1342,186.17,186.155,186.24,186.0,1716321000000,4127
33147,360325.0,186.1195,186.155,186.18,186.24,186.0,1716321060000,3472
33148,387129.0,186.281,186.1799,186.35,186.38,186.15,1716321120000,3813
33149,505643.0,186.4726,186.3799,186.51,186.6383,186.3201,1716321180000,5069
33150,454526.0,186.3791,186.5,186.3,186.5,186.25,1716321240000,4599
33151,652337.0,186.6372,186.29,186.645,186.79,186.28,1716321300000,5667
33152,421489.0,186.6793,186.6543,186.73,186.78,186.59,1716321360000,4266
33153,542437.0,186.7515,186.73,186.61,186.875,186.57,1716321420000,5336
33154,465656.0,186.5706,186.63,186.5374,186.64,186.51,1716321480000,4437
33155,856264.0,186.5842,186.535,186.69,186.72,186.49,1716321540000,7864
33156,190099.0,186.6049,186.6,186.64,186.72,186.58,1716321600000,425
33157,13152.0,186.6377,186.63,186.6,186.7,186.55,1716321660000,238
33158,20346.0,186.5944,186.56,186.649,186.68,186.5201,1716321720000,262
33159,21231.0,186.7041,186.64,186.79,186.8,186.6,1716321780000,375
33160,13025.0,186.8121,186.8,186.82,186.88,186.76,1716321840000,282
33161,36826.0,186.846,186.8332,186.82,186.92,186.6,1716321900000,407
33162,94025.0,186.6471,186.82,186.94,186.95,186.6,1716321960000,233
33163,16448.0,186.8737,186.9,186.91,186.94,186.82,1716322020000,262
33164,53051.0,187.0466,186.9295,187.1896,187.2,186.91,1716322080000,1205
33165,28370.0,187.1663,187.18,187.16,187.22,187.1,1716322140000,493
33166,40714.0,187.2528,187.22,187.32,187.35,187.15,1716322200000,552
33167,51348.0,187.3269,187.37,187.34,187.4199,187.1,1716322260000,650
33168,28030.0,187.1573,187.3,187.1,187.34,187.0488,1716322320000,380
33169,47530.0,186.8054,187.12,187.11,187.1499,186.6,1716322380000,355
33170,18360.0,187.0052,187.1,186.91,187.14,186.91,1716322440000,253
33171,13357.0,186.8911,186.9,186.92,186.95,186.85,1716322500000,303
33172,13469.0,186.9261,186.9,186.89,186.96,186.89,1716322560000,204
33173,7595.0,186.8874,186.89,186.94,186.94,186.85,1716322620000,179
33174,9721.0,186.9119,186.87,186.91,186.9898,186.85,1716322680000,222
33175,21650.0,186.9118,186.925,186.82,186.99,186.82,1716322740000,216
33176,29964.0,186.6634,186.82,186.65,186.86,186.5,1716322800000,412
33177,55700.0,186.2659,186.57,186.1,186.65,186.0,1716322860000,663
33178,14471.0,186.2176,186.0,186.21,186.32,186.0,1716322920000,349
33179,10131.0,186.1786,186.21,186.12,186.25,186.11,1716322980000,234
33180,34970.0,185.9808,186.1999,185.93,186.1999,185.73,1716323040000,515
33181,23561.0,185.8486,185.96,185.92,185.99,185.75,1716323100000,369
33182,22579.0,185.9725,185.98,185.95,186.02,185.85,1716323160000,296
33183,28009.0,185.7273,185.85,185.6219,185.99,185.6,1716323220000,362
33184,10952.0,185.7507,185.64,185.8231,185.8231,185.64,1716323280000,225
33185,16226.0,185.9394,185.6903,185.95,186.0,185.6903,1716323340000,295
33186,7469.0,185.9454,186.0,185.8817,186.02,185.83,1716323400000,199
33187,12180.0,185.9972,185.92,186.025,186.05,185.92,1716323460000,246
33188,12647.0,185.983,186.04,185.92,186.04,185.88,1716323520000,182
33189,10666.0,185.891,185.92,185.91,185.9798,185.8,1716323580000,181
33190,12591.0,185.8112,185.9251,185.7524,185.945,185.75,1716323640000,231
33191,5770.0,185.7927,185.8,185.7985,185.82,185.77,1716323700000,124
33192,9625.0,185.6954,185.7521,185.7,185.79,185.64,1716323760000,209
33193,6371.0,185.6555,185.6502,185.5501,185.73,185.5501,1716323820000,207
33194,8673.0,185.6121,185.57,185.67,185.6797,185.53,1716323880000,200
33195,10097.0,185.6907,185.67,185.7,185.7667,185.6,1716323940000,195
33196,4665.0,185.6647,185.67,185.7,185.7,185.6,1716324000000,136
33197,3136.0,185.6632,185.7,185.63,185.7,185.6105,1716324060000,126
33198,4970.0,185.6671,185.65,185.7,185.7,185.6,1716324120000,183
33199,13476.0,185.7422,185.7,185.75,185.88,185.66,1716324180000,252
33200,2834.0,185.7811,185.75,185.7505,185.8484,185.75,1716324240000,102
33201,10740.0,185.7027,185.75,185.71,185.75,185.65,1716324300000,194
33202,2353.0,185.7681,185.75,185.82,185.82,185.75,1716324360000,128
33203,3127.0,185.8081,185.84,185.8398,185.84,185.8,1716324420000,103
33204,3151.0,185.7578,185.7405,185.75,185.7916,185.74,1716324480000,93
33205,3108.0,185.7708,185.75,185.75,185.8119,185.74,1716324540000,89
33206,5728.0,185.6746,185.75,185.66,185.75,185.63,1716324600000,126
33207,11190.0,185.6026,185.66,185.66,185.66,185.55,1716324660000,175
33208,7156.0,185.6842,185.69,185.7,185.72,185.65,1716324720000,115
33209,3537.0,185.7265,185.72,185.63,185.7969,185.63,1716324780000,129
33210,2567.0,185.6616,185.6334,185.69,185.7,185.6334,1716324840000,90
33211,1376.0,185.6796,185.6534,185.65,185.6534,185.65,1716324900000,95
33212,1945.0,185.7118,185.67,185.69,185.77,185.67,1716324960000,88
33213,5783.0,185.7667,185.7,185.81,185.81,185.7,1716325020000,179
33214,3172.0,185.7729,185.81,185.73,185.8107,185.72,1716325080000,107
33215,2316.0,185.704,185.75,185.65,185.75,185.65,1716325140000,77
33216,11056.0,185.6078,185.61,185.6,185.67,185.5517,1716325200000,136
33217,363759.0,186.5764,185.59,185.596,185.6,185.55,1716325260000,142
33218,33859.0,185.4699,185.55,185.48,185.6,185.36,1716325320000,361
33219,7094.0,185.4715,185.46,185.45,185.51,185.4314,1716325380000,146
33220,3180.0,185.4246,185.42,185.41,185.47,185.41,1716325440000,107
