,v,vw,o,c,h,l,t,n
10013,9302.0,157.7807,157.75,157.85,157.87,157.7,1713263460000,140
10014,13199.0,158.0079,157.89,158.1,158.11,157.89,1713263520000,226
10015,5235.0,158.0728,158.08,158.14,158.14,157.93,1713263580000,151
10016,7700.0,158.195,158.1,158.18,158.26,158.1,1713263640000,188
10017,5369.0,158.1678,158.14,158.17,158.17,158.14,1713263700000,150
10018,6442.0,158.1082,158.13,158.15,158.18,158.0,1713263760000,168
10019,3257.0,158.032,158.0,158.01,158.07,158.0,1713263820000,156
10020,4856.0,158.104,158.08,158.16,158.16,158.02,1713263880000,97
10021,6887.0,158.1986,158.19,158.2,158.25,158.18,1713263940000,144
10022,4463.0,158.1916,158.2,158.2,158.2,158.18,1713264000000,115
10023,2106.0,158.2396,158.25,158.25,158.25,158.24,1713264060000,84
10024,5238.0,158.3064,158.22,158.39,158.39,158.22,1713264120000,122
10025,10844.0,158.4039,158.38,158.4,158.45,158.38,1713264180000,157
10026,5142.0,158.3748,158.42,158.41,158.45,158.12,1713264240000,184
10027,3886.0,158.3662,158.38,158.4,158.4,158.31,1713264300000,96
10028,1841.0,158.432,158.43,158.43,158.43,158.43,1713264360000,77
10029,14108.0,158.4952,158.46,158.45,158.54,158.45,1713264420000,188
10030,3197.0,158.4415,158.45,158.37,158.48,158.37,1713264480000,112
10031,2236.0,158.3962,158.4,158.36,158.4,158.36,1713264540000,111
10032,4173.0,158.2923,158.36,158.22,158.36,158.22,1713264600000,177
10033,1643.0,158.3275,158.34,158.39,158.39,158.34,1713264660000,59
10034,1436.0,158.257,158.25,158.25,158.25,158.25,1713264720000,80
10035,2247.0,158.2447,158.25,158.22,158.25,158.22,1713264780000,78
10036,2647.0,158.1922,158.23,158.21,158.23,158.21,1713264840000,167
10037,3692.0,158.1597,158.17,158.15,158.2,158.1,1713264900000,111
10038,1832.0,158.1209,158.15,158.13,158.15,158.12,1713264960000,97
10039,5762.0,158.023,158.05,158.0,158.05,157.92,1713265020000,367
10040,9793.0,158.2007,158.08,158.27,158.45,158.02,1713265080000,201
10041,2489.0,158.2277,158.23,158.24,158.25,158.21,1713265140000,64
10042,104635.0,158.2126,158.29,157.8,158.55,157.75,1713265200000,2614
10043,14560.0,157.7168,157.87,157.7,157.88,157.6,1713265260000,432
10044,17689.0,157.785,157.63,157.99,158.0,157.62,1713265320000,272
10045,13263.0,157.9381,157.97,157.99,158.0,157.81,1713265380000,175
10046,10541.0,157.9438,157.98,157.92,158.0,157.88,1713265440000,203
10047,5424.0,157.8738,157.87,157.92,157.92,157.81,1713265500000,191
10048,8812.0,157.9757,157.91,157.97,158.05,157.91,1713265560000,151
10049,25006.0,157.9598,157.99,157.91,158.05,157.81,1713265620000,341
10050,13763.0,157.9505,157.89,157.98,157.99,157.89,1713265680000,162
10051,2096.0,157.9484,157.95,157.95,157.95,157.95,1713265740000,137
10052,22621.0,158.0139,157.95,158.0,158.05,157.95,1713265800000,196
10053,17019.0,157.9587,158.0,158.0,158.05,157.82,1713265860000,388
10054,6946.0,157.9379,157.9,157.95,157.95,157.9,1713265920000,127
10055,98799.0,158.0628,157.98,158.23,158.23,157.97,1713265980000,373
10056,6902.0,158.2642,158.24,158.3,158.3,158.24,1713266040000,159
10057,5583.0,158.3414,158.29,158.4,158.4,158.29,1713266100000,115
10058,3770.0,158.3051,158.39,158.28,158.39,158.24,1713266160000,142
10059,8104.0,158.2211,158.23,158.25,158.25,158.12,1713266220000,232
10060,9659.0,158.0625,158.1,158.0,158.1,158.0,1713266280000,307
10061,7379.0,157.9945,158.05,157.95,158.05,157.93,1713266340000,125
10062,8936.0,157.8133,157.91,157.78,157.91,157.77,1713266400000,295
10063,21547.0,157.687,157.78,157.65,157.78,157.56,1713266460000,418
10064,3347.0,157.7514,157.78,157.78,157.78,157.75,1713266520000,114
10065,33374.0,157.324,157.76,157.31,157.76,157.0,1713266580000,1495
10066,46007.0,157.0194,157.47,156.87,157.47,156.8,1713266640000,1742
10067,15759.0,157.0436,156.87,157.2,157.2,156.83,1713266700000,267
10068,6774.0,157.1973,157.22,157.2,157.31,157.15,1713266760000,158
10069,8437.0,157.2938,157.23,157.38,157.38,157.23,1713266820000,182
10070,20508.0,157.3364,157.38,157.49,157.49,157.26,1713266880000,281
10071,6490.0,157.374,157.37,157.27,157.49,157.27,1713266940000,227
10072,3887.0,157.2907,157.35,157.3,157.35,157.24,1713267000000,130
10073,11431.0,157.4113,157.3,157.46,157.48,157.3,1713267060000,171
10074,2531.0,157.4693,157.49,157.45,157.5,157.45,1713267120000,116
10075,7421.0,157.5519,157.42,157.69,157.69,157.42,1713267180000,190
10076,5006.0,157.68,157.64,157.61,157.75,157.6,1713267240000,165
10077,10682.0,157.6227,157.6,157.55,157.66,157.55,1713267300000,272
10078,7163.0,157.7791,157.68,157.87,157.89,157.68,1713267360000,186
10079,14475.0,157.9192,157.88,158.0,158.0,157.88,1713267420000,286
10080,8022.0,157.9013,157.94,157.9,157.96,157.85,1713267480000,204
10081,16918.0,158.0121,157.86,158.0,158.09,157.85,1713267540000,337
10082,17867.0,157.9774,158.0,157.87,158.09,157.87,1713267600000,251
10083,5599.0,157.8169,157.88,157.8,157.89,157.75,1713267660000,188
10084,2141.0,157.9,157.88,157.91,157.91,157.851,1713267720000,77
10085,16839.0,157.9999,157.94,157.9,158.03,157.9,1713267780000,200
10086,6351.0,157.9141,157.9,157.82,157.95,157.82,1713267840000,172
10087,6631.0,157.8084,157.83,157.7,157.85,157.7,1713267900000,244
10088,6278.0,157.7018,157.68,157.69,157.75,157.65,1713267960000,152
10089,20771.0,157.5278,157.65,157.5,157.65,157.4,1713268020000,446
10090,5391.0,157.4581,157.49,157.4,157.5,157.4,1713268080000,195
10091,17837.0,157.3485,157.44,157.28,157.44,157.25,1713268140000,508
10092,11308.0,157.6114,157.31,157.68,157.78,157.29,1713268200000,214
10093,12451.0,157.8935,157.74,157.94,158.0,157.74,1713268260000,192
10094,7802.0,157.7926,157.96,157.75,157.96,157.75,1713268320000,261
10095,4262.0,157.7444,157.75,157.75,157.75,157.7,1713268380000,126
10096,2420.0,157.721,157.72,157.75,157.75,157.7,1713268440000,129
10097,5738.0,157.7439,157.75,157.75,157.75,157.74,1713268500000,103
10098,2534.0,157.7479,157.74,157.75,157.75,157.74,1713268560000,82
10099,6924.0,157.6645,157.75,157.51,157.75,157.51,1713268620000,278
10100,17744.0,157.3655,157.6,157.41,157.6,157.22,1713268680000,507
10101,16191.0,157.2398,157.31,157.2,157.32,157.2,1713268740000,392
10102,377219.0,157.7043,157.75,157.11,159.7407,156.82,1713268800000,7271
10103,31023.0,157.7531,160.36,157.3104,160.44,157.02,1713268860000,1428
10104,63602.0,159.7958,157.28,160.34,160.5,157.24,1713268920000,2594
10105,28919.0,159.0056,160.05,157.43,160.45,157.3403,1713268980000,1661
10106,26444.0,159.1345,160.0,160.4,160.42,157.4878,1713269040000,1692
10107,28084.0,159.5947,160.12,160.0,160.55,157.55,1713269100000,1722
10108,46307.0,158.6313,160.0,157.7295,160.44,157.5,1713269160000,1863
10109,24588.0,157.5353,157.62,157.52,157.62,157.5,1713269220000,343
10110,12632.0,157.6018,157.5201,157.65,157.71,157.5201,1713269280000,194
10111,15042.0,157.7294,157.65,157.76,157.76,157.6276,1713269340000,216
10112,9999.0,157.8318,157.7585,157.86,157.9,157.7585,1713269400000,257
10113,11280.0,157.8758,157.86,157.89,157.9,157.7839,1713269460000,326
10114,8694.0,157.9061,157.89,157.94,157.95,157.86,1713269520000,223
10115,9651.0,157.8161,157.88,157.77,157.88,157.77,1713269580000,370
10116,3016.0,157.7356,157.72,157.712,157.75,157.712,1713269640000,156
10117,10804.0,157.6938,157.71,157.7279,157.73,157.6194,1713269700000,329
10118,4624.0,157.6943,157.7,157.71,157.71,157.6278,1713269760000,178
10119,9483.0,157.7022,157.71,157.6501,157.71,157.6501,1713269820000,183
10120,17877.0,157.7488,157.7,157.85,157.85,157.67,1713269880000,318
10121,5792.0,157.748,157.8,157.73,157.8,157.7,1713269940000,215
10122,8804.0,157.6664,157.73,157.65,157.73,157.62,1713270000000,323
10123,7080.0,157.6635,157.62,157.63,157.7,157.62,1713270060000,226
10124,17912.0,157.6418,157.63,157.62,157.67,157.62,1713270120000,285
10125,152295.0,157.5481,157.63,157.32,157.67,157.3,1713270180000,948
10126,6959.0,157.3853,157.3,157.38,157.5,157.3,1713270240000,302
10127,30620.0,157.5361,157.32,157.67,157.73,157.3159,1713270300000,365
10128,30127.0,157.6776,157.67,157.67,157.72,157.58,1713270360000,261
10129,8615.0,157.5659,157.699,157.42,157.699,157.42,1713270420000,315
10130,7348.0,157.5543,157.5,157.63,157.63,157.5,1713270480000,210
10131,13658.0,157.5993,157.56,157.63,157.7,157.5,1713270540000,281
10132,43928.0,157.8948,157.63,158.06,158.06,157.63,1713270600000,593
10133,22650.0,158.0881,158.0,158.124,158.2,158.0,1713270660000,844
10134,18849.0,157.992,158.05,157.9502,158.1117,157.9,1713270720000,386
10135,10911.0,157.9796,158.0,157.92,158.06,157.9,1713270780000,294
10136,13806.0,157.997,157.99,158.06,158.06,157.9,1713270840000,390
10137,17047.0,158.2054,158.0,158.32,158.32,158.0,1713270900000,320
10138,19034.0,158.3574,158.3201,158.41,158.41,158.28,1713270960000,418
10139,15956.0,158.1721,158.35,158.02,158.35,158.0,1713271020000,532
10140,16439.0,158.3505,158.1783,158.46,158.46,158.1783,1713271080000,324
10141,14969.0,158.4172,158.46,158.39,158.4781,158.3422,1713271140000,377
10142,19495.0,158.4307,158.41,158.38,158.4789,158.38,1713271200000,346
10143,9797.0,158.3245,158.36,158.31,158.43,158.26,1713271260000,277
10144,11643.0,158.3014,158.29,158.3,158.3794,158.25,1713271320000,312
10145,8036.0,158.208,158.3,158.15,158.3,158.1,1713271380000,406
10146,12467.0,158.1389,158.1,158.15,158.15,158.1,1713271440000,297
10147,12720.0,158.0858,158.14,158.1,158.15,158.0,1713271500000,434
10148,13343.0,157.9734,158.02,157.9118,158.02,157.9118,1713271560000,415
10149,11088.0,157.9736,157.97,157.93,158.0,157.93,1713271620000,291
10150,16412.0,158.0249,157.92,158.0,158.14,157.92,1713271680000,299
10151,7583.0,157.9701,157.98,157.96,158.0,157.9,1713271740000,316
10152,24397.0,157.8868,158.0,157.8002,158.0,157.8,1713271800000,370
10153,29384.0,157.6884,157.85,157.65,157.85,157.5,1713271860000,586
10154,23836.0,157.547,157.65,157.52,157.65,157.49,1713271920000,464
10155,17260.0,157.6637,157.6,157.77,157.81,157.5434,1713271980000,300
10156,14317.0,157.7524,157.77,157.65,157.8,157.65,1713272040000,271
10157,9484.0,157.7735,157.7,157.75,157.8497,157.7,1713272100000,249
10158,35317.0,157.4913,157.79,157.35,157.79,157.25,1713272160000,796
10159,11926.0,157.4298,157.35,157.5,157.5,157.35,1713272220000,285
10160,14506.0,157.419,157.45,157.44,157.5,157.35,1713272280000,340
10161,15607.0,157.5076,157.45,157.4001,157.65,157.4001,1713272340000,339
10162,15036.0,157.4017,157.4,157.45,157.47,157.33,1713272400000,416
10163,18542.0,157.3229,157.43,157.2235,157.47,157.22,1713272460000,507
10164,26748.0,157.4551,157.3,157.59,157.68,157.28,1713272520000,366
10165,8774.0,157.575,157.68,157.55,157.68,157.5,1713272580000,568
10166,13733.0,157.5912,157.5495,157.62,157.67,157.5495,1713272640000,259
10167,12287.0,157.6475,157.66,157.62,157.729,157.58,1713272700000,318
10168,21812.0,157.763,157.69,157.89,157.89,157.69,1713272760000,397
10169,12058.0,157.8561,157.87,157.85,157.89,157.8,1713272820000,366
10170,16101.0,157.9219,157.89,157.95,157.99,157.86,1713272880000,426
10171,16412.0,157.9604,157.95,157.97,157.99,157.93,1713272940000,387
10172,4167.0,157.9072,157.9,157.85,157.954,157.85,1713273000000,265
10173,9483.0,157.7858,157.88,157.73,157.88,157.7,1713273060000,409
10174,6906.0,157.8274,157.84,157.75,157.85,157.75,1713273120000,249
10175,2247.0,157.7811,157.78,157.8,157.8,157.78,1713273180000,188
10176,5122.0,157.7552,157.78,157.74,157.8,157.74,1713273240000,187
10177,5028.0,157.7171,157.76,157.7,157.76,157.64,1713273300000,360
10178,11298.0,157.7395,157.6946,157.7,157.78,157.6946,1713273360000,295
10179,4219.0,157.7197,157.7891,157.63,157.7921,157.63,1713273420000,243
10180,9366.0,157.5781,157.63,157.59,157.64,157.51,1713273480000,446
10181,9191.0,157.5463,157.6,157.5,157.6,157.5,1713273540000,392
10182,23695.0,157.493,157.5102,157.41,157.55,157.41,1713273600000,507
10183,30253.0,157.2832,157.44,157.24,157.44,157.21,1713273660000,776
10184,39922.0,157.1619,157.23,157.1,157.25,157.02,1713273720000,937
10185,42919.0,157.0364,157.05,157.01,157.1,157.0,1713273780000,1109
10186,29601.0,157.1082,157.03,157.16,157.25,157.01,1713273840000,528
10187,61919.0,157.0989,157.18,156.94,157.25,156.92,1713273900000,2093
10188,36133.0,156.9558,156.98,157.0,157.0,156.8644,1713273960000,828
10189,43283.0,156.9724,156.97,157.1,157.1,156.86,1713274020000,834
10190,21134.0,156.9173,156.9,156.9,156.98,156.87,1713274080000,497
10191,45891.0,156.8129,156.9,156.8,156.95,156.71,1713274140000,1271
10192,2700719.0,156.431,156.742,155.98,156.9,155.6494,1713274200000,31513
10193,1085977.0,156.5865,155.9214,157.4694,157.47,155.8,1713274260000,11023
10194,867729.0,157.1384,157.47,157.019,157.8,156.5579,1713274320000,9820
10195,696883.0,156.5167,157.005,156.46,157.08,155.95,1713274380000,8817
10196,1058535.0,155.8526,156.4357,155.505,156.55,155.42,1713274440000,11844
10197,1869224.0,154.9968,155.505,155.13,155.74,154.27,1713274500000,30500
10198,793456.0,155.0623,155.08,155.1,155.5,154.74,1713274560000,9677
10199,1085444.0,154.3341,155.09,154.04,155.09,153.89,1713274620000,16471
10200,1053864.0,153.9805,154.06,154.03,154.24,153.75,1713274680000,12352
10201,957558.0,154.2502,154.04,154.51,154.64,153.7728,1713274740000,10115
10202,1031037.0,154.9197,154.54,155.4816,155.72,154.4112,1713274800000,11085
10203,736658.0,155.4813,155.49,155.82,155.93,155.08,1713274860000,8564
10204,704347.0,155.9619,155.8,156.165,156.3194,155.55,1713274920000,8679
10205,482594.0,155.6789,156.165,155.4501,156.19,155.41,1713274980000,7245
10206,480827.0,155.348,155.4748,155.42,155.7,155.09,1713275040000,6129
10207,372594.0,155.5573,155.4272,155.4767,155.98,155.2301,1713275100000,5309
10208,550101.0,155.1925,155.48,155.35,155.52,154.88,1713275160000,8423
10209,423272.0,155.5097,155.34,155.39,155.94,155.18,1713275220000,5264
10210,377402.0,155.2981,155.44,155.06,155.57,155.01,1713275280000,5630
10211,376390.0,155.1151,155.05,155.0245,155.36,154.92,1713275340000,5582
10212,228320.0,155.1711,155.01,155.33,155.33,155.01,1713275400000,4021
10213,483538.0,154.9402,155.306,154.7937,155.35,154.71,1713275460000,6917
10214,514741.0,154.5277,154.8,154.42,154.82,154.37,1713275520000,7452
10215,415564.0,154.4655,154.425,154.465,154.57,154.31,1713275580000,5924
10216,484403.0,154.4468,154.48,154.35,154.7,154.3,1713275640000,5965
10217,415859.0,154.4925,154.344,154.69,154.72,154.24,1713275700000,5255
10218,525765.0,154.8404,154.68,154.7039,155.13,154.5,1713275760000,6216
10219,437530.0,155.0145,154.7092,154.84,155.28,154.59,1713275820000,5481
10220,371409.0,155.0026,154.84,155.22,155.24,154.83,1713275880000,4946
10221,405116.0,155.0613,155.22,154.95,155.34,154.8102,1713275940000,5344
10222,378745.0,154.8328,154.9501,154.775,154.99,154.7029,1713276000000,5208
10223,355066.0,154.8331,154.835,154.895,154.97,154.72,1713276060000,4841
10224,260636.0,154.9492,154.8963,154.935,155.12,154.8,1713276120000,3878
10225,307340.0,154.9947,154.91,155.06,155.17,154.8201,1713276180000,4491
10226,439352.0,155.062,155.1,154.98,155.28,154.8301,1713276240000,5867
10227,288656.0,154.8295,154.99,154.6801,155.01,154.68,1713276300000,5107
10228,385554.0,154.6957,154.69,154.76,154.7969,154.6,1713276360000,5123
10229,1386683.0,155.5656,154.7401,155.96,156.06,154.55,1713276420000,11950
10230,444599.0,155.7661,155.96,155.5,156.03,155.45,1713276480000,5111
10231,370329.0,155.6439,155.5,155.39,155.8,155.365,1713276540000,4235
10232,372588.0,155.2515,155.42,155.49,155.565,155.02,1713276600000,4454
10233,531355.0,155.7177,155.45,156.15,156.18,155.27,1713276660000,5392
10234,757017.0,156.3129,156.15,156.52,156.56,156.0,1713276720000,6894
10235,372221.0,156.4483,156.535,156.4,156.59,156.3,1713276780000,4925
10236,486397.0,156.6562,156.395,156.876,156.93,156.29,1713276840000,5050
10237,589249.0,156.9683,156.87,157.11,157.19,156.83,1713276900000,5722
10238,470477.0,156.9847,157.115,156.77,157.26,156.72,1713276960000,5420
10239,413171.0,156.7609,156.74,156.64,157.0,156.52,1713277020000,4171
10240,218845.0,156.6919,156.62,156.69,156.8298,156.52,1713277080000,2753
10241,291529.0,156.9354,156.7,157.16,157.2,156.64,1713277140000,3098
10242,378308.0,157.2882,157.175,157.1893,157.48,157.08,1713277200000,3883
10243,427841.0,156.8755,157.19,156.56,157.215,156.52,1713277260000,4634
10244,396512.0,156.4082,156.56,156.48,156.57,156.2101,1713277320000,4191
10245,223917.0,156.4091,156.4775,156.232,156.55,156.2,1713277380000,3106
10246,250565.0,156.2141,156.25,156.03,156.46,155.97,1713277440000,5484
10247,376367.0,156.016,156.04,155.89,156.2799,155.81,1713277500000,5881
10248,298950.0,156.0908,155.88,156.1,156.2753,155.8,1713277560000,4744
10249,224178.0,155.9437,156.112,155.7728,156.1399,155.76,1713277620000,4887
10250,296966.0,155.767,155.81,155.86,155.9,155.62,1713277680000,5302
10251,271560.0,155.7365,155.86,155.555,155.92,155.54,1713277740000,5282
10252,246395.0,155.6952,155.54,155.6283,155.784,155.54,1713277800000,4649
10253,287428.0,155.7594,155.66,155.66,155.9,155.6175,1713277860000,4349
10254,424540.0,155.3781,155.66,155.23,155.7082,155.2,1713277920000,7003
10255,455330.0,155.0597,155.26,155.11,155.28,154.86,1713277980000,9588
10256,292178.0,155.1893,155.1008,155.24,155.31,155.06,1713278040000,5413
10257,461944.0,155.2112,155.24,155.325,155.36,155.03,1713278100000,5049
10258,219195.0,155.2929,155.325,155.1571,155.46,155.12,1713278160000,4328
10259,290799.0,155.1786,155.1755,155.125,155.28,155.06,1713278220000,4609
10260,320946.0,155.0471,155.11,155.053,155.16,154.95,1713278280000,6420
10261,204260.0,155.1772,155.0419,155.16,155.33,155.02,1713278340000,4902
10262,283996.0,155.4397,155.16,155.485,155.57,155.14,1713278400000,5320
10263,307460.0,155.7159,155.4701,155.97,155.99,155.47,1713278460000,5763
10264,201848.0,155.8356,155.965,155.72,155.98,155.7106,1713278520000,5241
10265,153403.0,155.8143,155.7499,155.8399,155.89,155.735,1713278580000,5012
10266,370645.0,156.0116,155.83,156.17,156.2,155.82,1713278640000,6778
10267,211869.0,156.1662,156.15,156.19,156.25,156.0444,1713278700000,4836
10268,261965.0,156.1901,156.19,155.9899,156.36,155.97,1713278760000,5565
10269,167670.0,156.1085,156.0,156.14,156.2032,155.97,1713278820000,4656
10270,212688.0,156.3042,156.15,156.345,156.46,156.14,1713278880000,5334
10271,182717.0,156.4546,156.3359,156.52,156.6,156.3,1713278940000,4833
10272,282960.0,156.4712,156.5119,156.54,156.65,156.31,1713279000000,5560
10273,176858.0,156.4857,156.54,156.51,156.58,156.38,1713279060000,4210
10274,208137.0,156.5202,156.52,156.505,156.63,156.381,1713279120000,4054
10275,262821.0,156.4724,156.52,156.3399,156.68,156.21,1713279180000,4585
10276,225118.0,156.165,156.31,156.09,156.325,156.08,1713279240000,4250
10277,250104.0,156.1273,156.1,156.07,156.27,155.92,1713279300000,4862
10278,272016.0,156.3691,156.11,156.4079,156.52,156.11,1713279360000,3733
10279,209816.0,156.4055,156.41,156.5407,156.58,156.31,1713279420000,3334
10280,216446.0,156.5873,156.545,156.65,156.7,156.45,1713279480000,4184
10281,327987.0,156.9152,156.68,157.06,157.1,156.6677,1713279540000,5784
10282,322282.0,156.894,157.065,156.815,157.1204,156.65,1713279600000,5787
10283,181858.0,156.808,156.8,156.87,156.91,156.76,1713279660000,4705
10284,244543.0,156.7988,156.9,156.735,156.99,156.64,1713279720000,5176
10285,131216.0,156.8092,156.7,156.835,156.88,156.7,1713279780000,4438
10286,220249.0,156.9686,156.84,156.94,157.09,156.84,1713279840000,4992
10287,284282.0,157.072,156.94,157.04,157.23,156.85,1713279900000,5045
10288,181511.0,156.9984,157.0303,156.91,157.1098,156.84,1713279960000,4560
10289,120507.0,156.8998,156.95,156.84,157.02,156.81,1713280020000,4237
10290,150507.0,156.9393,156.81,156.9301,157.0499,156.81,1713280080000,4012
10291,234855.0,156.8957,156.94,156.871,157.08,156.77,1713280140000,4763
10292,225207.0,156.7081,156.88,156.54,156.9651,156.522,1713280200000,4787
10293,174022.0,156.6041,156.5201,156.64,156.74,156.5,1713280260000,4282
10294,223386.0,156.7335,156.615,156.56,156.9,156.54,1713280320000,4552
10295,157694.0,156.5905,156.56,156.565,156.7,156.54,1713280380000,4224
10296,160110.0,156.6013,156.56,156.6915,156.73,156.5,1713280440000,4052
10297,179756.0,156.8224,156.72,156.78,156.92,156.7,1713280500000,4444
10298,253749.0,156.9842,156.78,157.17,157.17,156.71,1713280560000,5114
10299,321891.0,157.2477,157.17,157.1601,157.34,157.12,1713280620000,4959
10300,202850.0,157.0972,157.16,156.99,157.25,156.91,1713280680000,4277
10301,152464.0,157.0323,157.01,157.1,157.14,156.922,1713280740000,3679
10302,187274.0,157.1623,157.08,157.16,157.26,157.03,1713280800000,4166
10303,201524.0,157.1282,157.18,157.14,157.23,156.98,1713280860000,3870
10304,254072.0,157.2721,157.13,157.44,157.455,157.09,1713280920000,3920
10305,315147.0,157.4775,157.43,157.532,157.58,157.35,1713280980000,4414
10306,211265.0,157.6338,157.53,157.7,157.71,157.5254,1713281040000,3584
10307,605276.0,157.9892,157.7,157.875,158.19,157.68,1713281100000,7562
10308,189817.0,157.8513,157.87,157.945,157.95,157.79,1713281160000,3750
10309,186552.0,157.9343,157.96,158.005,158.04,157.83,1713281220000,3413
10310,210863.0,157.9861,158.02,157.995,158.1,157.88,1713281280000,2300
10311,168505.0,157.9892,158.0,158.02,158.08,157.92,1713281340000,1826
10312,198018.0,157.9279,158.01,157.96,158.0343,157.81,1713281400000,2353
10313,186827.0,157.9009,157.97,157.85,158.07,157.8,1713281460000,1921
10314,205528.0,157.6197,157.83,157.74,157.86,157.67,1713281520000,2306
10315,198911.0,157.9061,157.7301,157.8006,158.04,157.73,1713281580000,2211
10316,189022.0,157.9193,157.81,158.0845,158.1099,157.74,1713281640000,1897
10317,202061.0,158.0558,158.1,157.9677,158.18,157.9,1713281700000,2028
10318,155665.0,157.9028,157.98,157.97,158.02,157.76,1713281760000,2159
10319,111315.0,157.9279,157.97,157.87,158.02,157.8401,1713281820000,1505
10320,156125.0,157.9458,157.88,158.01,158.05,157.81,1713281880000,1683
10321,90098.0,157.9396,158.0,157.92,158.015,157.87,1713281940000,1348
10322,147099.0,157.9232,157.915,158.01,158.03,157.8,1713282000000,1827
10323,152790.0,157.9359,158.007,157.955,158.03,157.821,1713282060000,1745
10324,150130.0,157.9468,157.95,157.83,158.05,157.82,1713282120000,1802
10325,144620.0,157.7726,157.84,157.74,157.92,157.65,1713282180000,1737
10326,198015.0,157.6111,157.75,157.56,157.76,157.532,1713282240000,1988
10327,181252.0,157.4486,157.59,157.33,157.59,157.32,1713282300000,2354
10328,220584.0,157.3345,157.35,157.385,157.45,157.2,1713282360000,2120
10329,125193.0,157.4471,157.4,157.48,157.51,157.37,1713282420000,1598
10330,83579.0,157.4698,157.48,157.45,157.51,157.42,1713282480000,1282
10331,127396.0,157.4083,157.44,157.47,157.4899,157.32,1713282540000,1496
10332,140059.0,157.503,157.47,157.45,157.59,157.43,1713282600000,1537
10333,113105.0,157.4103,157.45,157.52,157.52,157.3307,1713282660000,1506
10334,236636.0,157.6524,157.52,157.59,157.765,157.52,1713282720000,2088
10335,139305.0,157.5319,157.61,157.455,157.625,157.41,1713282780000,1588
10336,109189.0,157.4499,157.48,157.4701,157.55,157.37,1713282840000,1465
10337,137224.0,157.4936,157.51,157.38,157.5899,157.38,1713282900000,1531
10338,340865.0,157.2479,157.3899,157.08,157.4,157.04,1713282960000,2674
10339,291337.0,156.9704,157.08,156.9415,157.12,156.86,1713283020000,3437
10340,171835.0,156.9161,156.94,156.91,157.0,156.8,1713283080000,1970
10341,157767.0,156.7689,156.9,156.742,156.93,156.73,1713283140000,1908
10342,207132.0,156.7155,156.73,156.73,156.775,156.62,1713283200000,2428
10343,181864.0,156.715,156.73,156.65,156.81,156.6,1713283260000,2072
10344,133329.0,156.6669,156.63,156.69,156.7483,156.59,1713283320000,1519
10345,170613.0,156.601,156.66,156.6,156.73,156.5101,1713283380000,1755
10346,97482.0,156.5972,156.61,156.6,156.65,156.53,1713283440000,1311
10347,236719.0,156.4675,156.58,156.44,156.6099,156.375,1713283500000,2599
10348,173652.0,156.5044,156.47,156.68,156.7099,156.4,1713283560000,1677
10349,209548.0,156.8229,156.665,156.87,156.93,156.63,1713283620000,1999
10350,155058.0,156.8639,156.87,156.945,156.97,156.75,1713283680000,1842
10351,129896.0,156.8876,156.95,156.925,156.99,156.86,1713283740000,1339
10352,185599.0,156.9827,156.93,157.05,157.08,156.83,1713283800000,1715
10353,205164.0,157.1286,157.05,157.2009,157.27,157.041,1713283860000,1913
10354,138107.0,157.1656,157.2,157.08,157.27,157.04,1713283920000,1692
10355,116399.0,157.2578,157.079,157.3,157.36,157.07,1713283980000,1264
10356,109816.0,157.275,157.3,157.28,157.32,157.227,1713284040000,1146
10357,102289.0,157.2629,157.29,157.29,157.32,157.18,1713284100000,1363
10358,110433.0,157.2149,157.29,157.31,157.31,157.16,1713284160000,1190
10359,126204.0,157.3231,157.3,157.3693,157.38,157.28,1713284220000,1217
10360,138710.0,157.3107,157.37,157.24,157.43,157.22,1713284280000,1478
10361,138502.0,157.26,157.24,157.17,157.33,157.1602,1713284340000,1374
10362,122417.0,157.1352,157.17,157.18,157.21,157.07,1713284400000,1308
10363,104333.0,157.2446,157.17,157.27,157.33,157.11,1713284460000,1093
10364,92776.0,157.2795,157.25,157.32,157.36,157.2025,1713284520000,1341
10365,115479.0,157.2838,157.32,157.17,157.38,157.16,1713284580000,1359
10366,136819.0,157.1368,157.18,157.19,157.225,157.07,1713284640000,1464
10367,81493.0,157.1901,157.19,157.25,157.3099,157.1,1713284700000,1058
10368,62228.0,157.2118,157.26,157.15,157.27,157.15,1713284760000,884
10369,84376.0,157.1281,157.165,157.0601,157.18,157.0601,1713284820000,1235
10370,96244.0,157.1259,157.0843,157.1,157.22,157.07,1713284880000,1211
10371,204418.0,156.9688,157.12,156.8799,157.12,156.85,1713284940000,2268
10372,170964.0,156.8583,156.8699,156.895,156.96,156.83,1713285000000,1169
10373,136847.0,156.8628,156.89,156.77,156.95,156.76,1713285060000,1492
10374,105756.0,156.8297,156.77,156.85,156.9212,156.75,1713285120000,1329
10375,86655.0,156.9017,156.845,156.93,156.97,156.84,1713285180000,962
10376,84288.0,156.9449,156.9001,156.8717,157.0,156.8717,1713285240000,1133
10377,124490.0,156.8741,156.88,156.9101,156.99,156.8,1713285300000,1312
10378,58885.0,156.9423,156.9221,156.928,156.99,156.9,1713285360000,879
10379,79412.0,156.8868,156.9348,156.89,156.94,156.83,1713285420000,973
10380,146989.0,157.0248,156.88,157.07,157.14,156.88,1713285480000,1415
10381,101760.0,157.0979,157.0876,157.14,157.16,157.03,1713285540000,1082
